sample_id,planned_duration_months,total_units,predicted_construction_cost_growth,predicted_general_inflation_rate,predicted_usd_growth,project_payment_completion_ratio,overdue_payment_ratio,paid_late_payment_ratio,low_risk_member_ratio,medium_risk_member_ratio,high_risk_member_ratio,cash_flow_pressure_ratio,predicted_delay_months,delay_risk_level
1103,36,30,34.0386,38.6072,34.805,0.7323,0.1012,0.2261,0.4703,0.4086,0.1211,0.1602,9.56,low
1104,42,20,45.5488,41.1835,57.1173,0.5095,0.1924,0.4127,0.3911,0.282,0.3269,0.4534,18.59,medium
1105,24,20,24.75,34.315,15.5651,0.9912,0.0337,0.1252,0.7901,0.1723,0.0376,0,4.43,acceptable_delay
1106,24,12,30.3909,35.2044,16.5601,0.9298,0.0518,0.0953,0.7997,0.1632,0.0371,0.1106,1.0,acceptable_delay
1107,24,30,48.4083,33.2,34.9622,0.6989,0.0994,0.1283,0.6131,0.2093,0.1776,0.2344,11.31,low
1108,30,12,22.4754,30.5168,28.8601,0.9483,0.0567,0.0413,0.7366,0.1918,0.0716,0.0805,1.11,acceptable_delay
1109,36,36,59.2414,61.2077,67.1769,0.4944,0.3133,0.2693,0.0,0.3097,0.7135,0.5572,50.52,high
1110,36,30,66.84,58.7208,60.3852,0.3913,0.505,0.322,0.2841,0.2731,0.4429,0.5464,27.49,high
1111,42,48,83.262,74.3119,93.2841,0.3329,0.5215,0.6253,0.1663,0.2217,0.612,0.5832,113.62,critical
1112,30,24,28.1698,22.2552,16.1773,0.9912,0.0273,0.1149,0.7646,0.22,0.0154,0,2.3,acceptable_delay
1113,24,12,19.484,24.3815,17.5092,0.9518,0.0438,0.1347,0.8497,0.1429,0.0074,0.0867,1.76,acceptable_delay
1114,24,24,28.5095,26.3925,13.4636,0.9842,0.0274,0.0531,0.7713,0.167,0.0618,0.0762,4.09,acceptable_delay
1115,18,12,23.0496,34.0641,12.2817,0.8318,0.0393,0.0866,0.8863,0.0588,0.0549,0.1861,4.59,acceptable_delay
1116,30,48,58.0246,49.9456,56.3475,0.5893,0.2986,0.306,0.4341,0.3461,0.2198,0.4076,19.3,medium
1117,24,48,49.3632,43.5404,53.5922,0.5456,0.328,0.3178,0.3601,0.3447,0.2951,0.3934,24.0,medium
1118,48,80,83.0656,59.1673,85.3473,0.3587,0.5742,0.3608,0.0,0.272,0.9013,0.7291,66.11,critical
1119,30,36,71.6932,51.8151,58.2151,0.5287,0.3421,0.4504,0.1294,0.2062,0.6644,0.4521,60.0,high
1120,48,36,55.9434,44.306,73.0416,0.3303,0.3447,0.4437,0.2302,0.282,0.4877,0.5873,27.92,high
1121,24,30,49.646,48.7646,61.3471,0.5029,0.1855,0.3876,0.3824,0.355,0.2627,0.3483,20.52,medium
1122,36,30,56.4208,41.026,36.2888,0.6362,0.1762,0.2515,0.2646,0.4159,0.3195,0.3985,23.83,medium
1123,24,16,31.7953,26.9217,10.8471,0.9766,0.0282,0.1497,0.7618,0.2162,0.022,0.1173,1.12,acceptable_delay
1124,24,12,35.4838,28.1643,20.519,0.9022,0.0578,0.0615,0.8883,0.0593,0.0524,0.1047,5.2,acceptable_delay
1125,24,24,28.7644,32.2849,25.9974,0.9816,0.0391,0.0409,0.8573,0.1039,0.0389,0.0813,4.84,acceptable_delay
1126,30,30,77.8653,42.7039,69.0954,0.2853,0.5637,0.4072,0.1543,0.2842,0.5615,0.7024,41.87,high
1127,30,24,39.0569,31.7338,33.2549,0.82,0.1498,0.1308,0.4722,0.3866,0.1412,0.2248,12.0,low
1128,24,16,42.5569,36.7109,28.7308,0.7798,0.1393,0.2201,0.5837,0.2443,0.172,0.238,11.93,low
1129,30,36,66.2211,49.0111,81.8287,0.5195,0.5791,0.2758,0.1395,0.4017,0.4588,0.544,28.78,high
1130,18,12,23.6271,30.3653,26.857,0.9411,0.0229,0.0012,0.936,0.0554,0.0086,0.0376,1.91,acceptable_delay
1131,24,48,58.2742,50.6501,37.1269,0.5718,0.3059,0.2113,0.2762,0.4695,0.2544,0.3756,17.07,medium
1132,30,12,35.4724,24.6343,25.2339,0.9504,0.0447,0.0719,0.8372,0.0933,0.0696,0.1451,1.62,acceptable_delay
1133,24,20,35.2647,41.5224,26.5292,0.6951,0.0622,0.1662,0.6263,0.3197,0.0541,0.2112,10.5,low
1134,36,36,70.0534,48.4003,68.564,0.3078,0.396,0.4511,0.217,0.2217,0.5613,0.5656,54.75,high
1135,36,20,54.975,50.2541,50.6554,0.6826,0.2396,0.2575,0.4432,0.3335,0.2233,0.26,23.13,medium
1136,36,60,74.8777,48.5136,68.0763,0.4079,0.4905,0.3876,0.1395,0.2418,0.6188,0.5624,60.0,high
1137,30,30,57.307,49.1449,48.8416,0.5975,0.3359,0.2943,0.3136,0.4069,0.2795,0.43,23.38,medium
1138,30,36,84.3154,56.649,78.8509,0.516,0.4887,0.4394,0.1438,0.2983,0.5579,0.5024,46.56,high
1139,36,16,31.2816,32.883,26.6008,0.6876,0.1061,0.2474,0.5651,0.305,0.1298,0.2828,10.8,low
1140,30,36,42.3959,43.4496,45.6284,0.5695,0.2648,0.206,0.2259,0.5726,0.2015,0.3621,15.57,medium
1141,36,24,49.8058,37.5755,37.2298,0.7821,0.1617,0.2249,0.5456,0.3963,0.0581,0.2726,6.61,low
1142,36,30,41.3442,34.4486,38.8827,0.7146,0.1404,0.2057,0.4766,0.3808,0.1425,0.1965,9.61,low
1143,24,20,59.5593,45.9562,36.181,0.5396,0.1676,0.2142,0.4217,0.284,0.2943,0.4429,24.0,medium
1144,18,16,31.195,35.2559,13.3025,0.915,0.0485,0.1447,0.7522,0.1735,0.0743,0.129,4.01,acceptable_delay
1145,24,20,35.1325,29.2756,28.3432,0.8222,0.056,0.0881,0.8861,0.0514,0.0625,0.1049,3.8,acceptable_delay
1146,24,16,43.1264,33.7928,39.7476,0.6855,0.1182,0.1016,0.5719,0.3681,0.06,0.2127,9.59,low
1147,24,16,36.5535,28.1336,23.965,0.8419,0.0779,0.0913,0.9208,0.0601,0.0191,0.1503,2.77,acceptable_delay
1148,36,60,55.2205,54.5536,71.7977,0.3517,0.4198,0.3782,0.0,0.3836,0.6589,0.5772,34.37,high
1149,36,16,30.4102,32.7069,32.7701,0.7605,0.1377,0.2423,0.6783,0.2517,0.07,0.2557,11.38,low
1150,30,60,74.4127,52.6834,50.8302,0.4098,0.5323,0.3467,0.1006,0.402,0.4974,0.6265,40.22,high
1151,36,30,78.0062,61.6877,84.2614,0.4285,0.4126,0.3219,0.0615,0.2553,0.6832,0.6085,49.79,high
1152,30,48,61.1223,50.0731,63.0614,0.5072,0.499,0.2594,0.4527,0.1877,0.3596,0.5006,51.72,high
1153,24,20,64.4461,51.8936,48.0656,0.6274,0.2648,0.218,0.1214,0.558,0.3206,0.3195,12.81,medium
1154,42,60,78.3489,46.9059,78.5226,0.3971,0.3871,0.5602,0.0961,0.4426,0.4612,0.6157,28.62,high
1155,30,60,63.5333,43.2989,71.2159,0.3502,0.5059,0.481,0.2707,0.3438,0.3856,0.6235,28.34,high
1156,42,48,44.2413,38.7166,61.4339,0.5808,0.2647,0.2199,0.3787,0.3844,0.2368,0.4388,24.0,medium
1157,24,20,40.013,35.9538,43.527,0.6843,0.0897,0.17,0.6322,0.2744,0.0934,0.1965,8.1,low
1158,30,48,78.3219,45.896,78.2018,0.4459,0.446,0.2502,0.0284,0.3424,0.6292,0.5619,33.08,high
1159,42,60,84.7162,69.8021,76.6963,0.1162,0.6089,0.3784,0.1791,0.1815,0.6394,0.8327,81.06,critical
1160,24,24,34.6114,29.6702,27.9442,0.9539,0.038,0.0389,0.8291,0.1512,0.0198,0.107,3.4,acceptable_delay
1161,30,16,23.4862,35.6401,21.0672,0.9455,0.0101,0.1303,0.7649,0.1958,0.0393,0.0792,2.57,acceptable_delay
1162,24,16,39.4147,38.7814,27.1185,0.6908,0.1112,0.1104,0.5502,0.3223,0.1275,0.2996,10.88,low
1163,24,20,20.729,24.2051,28.9739,0.9625,0.0769,0.0974,0.772,0.2141,0.0139,0.1029,5.57,acceptable_delay
1164,36,16,33.3362,32.3452,33.0311,0.7475,0.079,0.2497,0.6279,0.2646,0.1076,0.1828,11.65,low
1165,36,30,51.5081,44.4002,41.715,0.4833,0.3276,0.3612,0.2984,0.4304,0.2711,0.4939,13.7,medium
1166,18,30,33.5235,42.4265,26.3922,0.7017,0.1577,0.2111,0.6021,0.2986,0.0993,0.2787,7.58,low
1167,42,20,63.8733,41.1129,45.1984,0.593,0.2388,0.3263,0.4235,0.3268,0.2497,0.4265,19.72,medium
1168,42,60,81.4964,46.0012,78.3755,0.3308,0.5956,0.4497,0.3443,0.1964,0.4594,0.6995,45.87,high
1169,42,24,61.3004,48.8018,61.5625,0.5099,0.2278,0.2263,0.3449,0.5029,0.1522,0.4269,21.93,medium
1170,36,24,55.0626,45.5515,54.6719,0.5456,0.4174,0.4763,0.0676,0.2765,0.6559,0.5136,28.42,high
1171,36,20,48.0657,46.6947,56.374,0.5711,0.2967,0.402,0.3998,0.316,0.2842,0.3723,15.23,medium
1172,30,48,62.9848,35.1451,43.0858,0.6774,0.3145,0.2769,0.3027,0.454,0.2433,0.36,18.97,medium
1173,30,20,35.2849,30.781,13.0191,0.8323,0.0354,0.0454,0.9374,0.0407,0.022,0.1372,2.21,acceptable_delay
1174,24,20,25.1929,34.3594,19.3201,0.9645,0.0578,0.1142,0.9058,0.0686,0.0256,0.0445,1.29,acceptable_delay
1175,36,48,54.6702,48.8864,40.9573,0.5445,0.2721,0.3739,0.3501,0.3267,0.3232,0.3731,21.83,medium
1176,18,20,40.8742,41.3418,41.5364,0.817,0.0961,0.1965,0.6575,0.203,0.1395,0.1916,10.12,low
1177,48,60,64.4045,58.1451,71.1432,0.4744,0.5296,0.4628,0.0,0.446,0.555,0.5563,46.2,high
1178,30,24,20.2237,26.0334,16.023,0.8286,0.0336,0.1191,0.9124,0.0511,0.0366,0.1966,2.64,acceptable_delay
1179,42,30,78.2898,52.952,104.3393,0.2961,0.6611,0.5366,0.1254,0.0634,0.8113,0.752,107.49,critical
1180,30,12,37.7377,35.0749,12.6397,0.9749,0.0455,0.0548,0.7704,0.1749,0.0546,0.1292,3.52,acceptable_delay
1181,48,36,66.6932,52.435,64.7442,0.4087,0.403,0.4881,0.3388,0.2002,0.461,0.5745,49.78,high
1182,42,36,59.8002,47.0062,44.5848,0.6813,0.2166,0.1988,0.3666,0.3442,0.2892,0.2669,20.21,medium
1183,18,12,19.8646,23.3519,24.7759,0.9661,0.0445,0.088,0.8624,0.0926,0.0449,0.0158,2.33,acceptable_delay
1184,42,60,58.1898,51.4732,59.7616,0.4305,0.4351,0.2715,0.1166,0.4361,0.4472,0.5209,41.42,high
1185,30,16,41.5512,34.0579,42.8427,0.7442,0.0831,0.127,0.6226,0.2859,0.0915,0.1558,6.66,low
1186,24,12,37.2294,30.2185,25.0451,0.9483,0.0319,0.0115,0.9113,0.0757,0.013,0.1168,3.32,acceptable_delay
1187,42,36,61.9769,57.9683,67.7784,0.3899,0.5452,0.5735,0.0199,0.4129,0.5671,0.6801,29.15,high
1188,24,16,35.5592,32.9237,22.7959,0.8528,0.0773,0.0649,0.8866,0.0405,0.0729,0.0925,1.0,acceptable_delay
1189,36,24,45.4854,42.8728,58.9005,0.5024,0.3009,0.3923,0.188,0.4763,0.3357,0.4819,16.39,medium
1190,18,16,33.5987,30.1859,13.1082,0.8496,0.0373,0.061,0.7438,0.2133,0.0429,0.0894,1.75,acceptable_delay
1191,18,16,35.2805,25.8675,25.8001,0.8947,0.0747,0.0762,0.8506,0.0837,0.0656,0.092,4.64,acceptable_delay
1192,36,24,46.8022,31.746,39.6595,0.8556,0.1155,0.141,0.5979,0.3124,0.0897,0.1122,10.4,low
1193,30,20,19.8605,34.8978,27.9457,0.9136,0.0561,0.0559,0.8759,0.0461,0.078,0.0494,1.7,acceptable_delay
1194,48,60,68.2125,59.1383,78.3299,0.2802,0.4524,0.5469,0.2878,0.2672,0.445,0.634,60.0,high
1195,24,20,60.8353,44.6435,61.7412,0.6805,0.2603,0.2202,0.5081,0.3082,0.1837,0.284,21.73,medium
1196,30,12,35.3782,33.8603,11.8628,0.995,0.0508,0.1046,0.7508,0.1812,0.068,0.0439,5.98,acceptable_delay
1197,48,30,71.2513,42.3488,55.6139,0.4342,0.4965,0.5714,0.1368,0.2136,0.6495,0.552,40.78,high
1198,30,16,23.3361,33.0232,12.1619,0.977,0.0687,0.0334,0.8172,0.1175,0.0653,0.0458,3.78,acceptable_delay
1199,36,30,88.8126,68.2187,76.3331,0.3066,0.7878,0.623,0.1717,0.152,0.6763,0.7745,116.34,critical
1200,24,12,37.368,30.4057,17.0329,0.924,0.017,0.0985,0.9315,0.0506,0.0179,0.1279,2.98,acceptable_delay
1201,42,48,62.2204,46.4088,71.1281,0.483,0.5969,0.3667,0.3763,0.1862,0.4375,0.5708,53.1,high
1202,42,24,67.2155,42.3744,64.5014,0.315,0.3855,0.4477,0.023,0.2659,0.7111,0.59,27.11,high
1203,30,20,39.9754,32.7369,39.0143,0.7545,0.1625,0.1275,0.7151,0.2115,0.0734,0.2354,6.9,low
1204,30,24,83.5885,56.1205,71.2736,0.3182,0.466,0.4131,0.2575,0.3124,0.4301,0.6733,49.25,high
1205,18,24,37.3362,26.6424,25.9246,0.8391,0.0079,0.0333,0.8042,0.136,0.0597,0.1561,1.67,acceptable_delay
1206,30,20,60.7745,45.629,56.8272,0.5331,0.3558,0.4122,0.4137,0.4279,0.1585,0.4459,19.77,medium
1207,42,24,59.7947,43.2236,56.7275,0.5974,0.2365,0.2364,0.3508,0.4322,0.2169,0.4095,21.77,medium
1208,48,36,74.8361,53.5874,82.7119,0.2892,0.5899,0.3771,0.3988,0.2334,0.3678,0.6086,31.0,high
1209,18,24,25.0238,24.9828,24.9654,0.9856,0.0493,0.0664,0.7823,0.2004,0.0174,0.0049,1.31,acceptable_delay
1210,30,24,45.5762,35.3559,43.4181,0.7126,0.0861,0.1656,0.4711,0.3708,0.1581,0.2458,11.5,low
1211,48,60,76.2959,74.9304,96.6424,0.2588,0.8338,0.52,0.0,0.2487,0.7955,0.7762,78.86,critical
1212,36,24,64.3349,53.2112,54.12,0.4059,0.5676,0.2784,0.102,0.2038,0.6942,0.6897,32.67,high
1213,18,20,32.1391,31.8418,19.0806,0.9437,0.0739,0.1182,0.7944,0.1556,0.05,0.1513,2.86,acceptable_delay
1214,24,24,40.9523,38.7464,41.6338,0.6824,0.0717,0.0977,0.6594,0.2327,0.108,0.2121,6.57,low
1215,30,20,19.211,25.8623,29.3641,0.9908,0.0659,0.0138,0.8315,0.1515,0.017,0.1233,1.0,acceptable_delay
1216,18,16,34.7395,25.4929,19.129,0.9852,0.0564,0.0411,0.8081,0.126,0.0659,0.0839,1.0,acceptable_delay
1217,42,30,81.6182,58.1915,63.125,0.3857,0.5295,0.5577,0.208,0.2722,0.5199,0.5703,28.67,high
1218,18,24,18.8923,28.1564,15.268,0.9707,0.0451,0.0227,0.8959,0.0484,0.0557,0.0916,4.18,acceptable_delay
1219,24,12,34.2103,35.5459,29.7315,0.9402,0.0568,0.0825,0.8898,0.087,0.0232,0.0354,4.44,acceptable_delay
1220,36,80,89.1729,72.7333,99.0331,0.3065,0.5473,0.5572,0.1196,0.108,0.7725,0.6392,117.87,critical
1221,24,20,21.1482,26.3629,16.4877,0.9895,0.0477,0.1325,0.8142,0.1733,0.0124,0,1.0,acceptable_delay
1222,18,20,22.2943,24.6201,15.5971,0.979,0.0028,0.0929,0.8943,0.0861,0.0197,0.033,2.07,acceptable_delay
1223,30,16,31.6923,33.7999,25.52,0.8612,0.0026,0.0473,0.9085,0.0701,0.0214,0.1723,4.68,acceptable_delay
1224,42,24,77.2933,56.6667,82.1113,0.5247,0.3424,0.3499,0.3273,0.2459,0.4269,0.4948,42.5,high
1225,36,36,71.2111,43.5408,74.262,0.3668,0.5648,0.4818,0.0193,0.3363,0.6444,0.5878,60.0,high
1226,36,80,102.93,72.7914,98.8275,0.3778,0.5289,0.6247,0.0379,0.2022,0.76,0.591,87.57,critical
1227,36,16,35.0858,32.547,27.4149,0.8504,0.0859,0.2202,0.6641,0.2611,0.0748,0.1852,6.54,low
1228,24,20,29.8338,28.907,25.4523,0.8552,0.072,0.1141,0.9492,0.0312,0.0196,0.1216,1.52,acceptable_delay
1229,48,30,71.8499,54.5736,74.4952,0.3559,0.5714,0.3323,0.1728,0.4353,0.3919,0.6717,29.31,high
1230,18,20,33.6628,36.1132,28.2711,0.7734,0.0739,0.2322,0.5997,0.286,0.1143,0.2624,9.44,low
1231,36,20,30.0615,32.601,31.111,0.7952,0.0733,0.1224,0.493,0.3642,0.1428,0.207,7.05,low
1232,24,24,44.4201,38.5578,35.7791,0.7575,0.1229,0.1646,0.5512,0.3271,0.1217,0.1937,9.38,low
1233,42,24,61.2265,61.6974,62.9217,0.3588,0.4009,0.4726,0.2903,0.3487,0.3609,0.5104,38.65,high
1234,30,48,48.7662,37.5256,41.6736,0.6311,0.2088,0.2104,0.2779,0.4552,0.2669,0.334,22.28,medium
1235,36,24,56.2805,50.2985,58.7007,0.4928,0.3275,0.2102,0.277,0.4188,0.3041,0.4896,20.57,medium
1236,42,20,54.9009,50.1942,40.3611,0.6535,0.2715,0.2147,0.1702,0.5271,0.3027,0.3803,23.57,medium
1237,60,30,108.2218,71.6009,99.1784,0.2163,0.764,0.5656,0.0449,0.2656,0.6895,0.743,106.46,critical
1238,30,48,72.2421,42.1271,78.9878,0.2851,0.3721,0.391,0.314,0.2402,0.4458,0.6261,38.28,high
1239,30,30,49.0149,40.0547,60.0322,0.5907,0.1885,0.3678,0.3494,0.3088,0.3418,0.3667,21.49,medium
1240,18,24,19.0232,29.8654,17.2505,0.8719,0.0309,0.0676,0.7692,0.1868,0.044,0.1336,2.78,acceptable_delay
